age_group,month,n,mean,median,std,type
"[20,80]",1,5336,15.3854407717598,14.6999998092651,6.23287203870452,male
"[20,80]",2,4763,15.35411813837,14.700927734375,6.22404874691565,male
"[20,80]",3,5015,15.4106212359705,14.6999998092651,6.30010399749704,male
"[20,80]",4,4349,15.259588924084,14.5969123840332,6.22358204983328,male
"[20,80]",5,4539,15.2351031276953,14.4928960800171,6.2441952041959,male
"[20,80]",6,4754,15.2722839748779,14.6000003814697,6.23698015971947,male
"[20,80]",7,4978,15.4114025151569,14.5,6.50613260967476,male
"[20,80]",8,4821,15.2559530398896,14.5622396469116,6.47806590052492,male
"[20,80]",9,4262,15.430033341681,14.6999998092651,6.46593764368367,male
"[20,80]",10,4300,15.3366246248875,14.6000003814697,6.34315240227345,male
"[20,80]",11,5112,15.0080990449237,14.3000001907349,6.23744360377861,male
"[20,80]",12,5593,15.3066155212596,14.6000003814697,6.40787656646299,male
"[20,80]",1,6781,1.55939368813807,1.45000004768372,0.66229083473904,female
"[20,80]",2,5976,1.57195858387565,1.5,0.628514394273124,female
"[20,80]",3,6410,1.56061121555078,1.45622396469116,0.636805882114345,female
"[20,80]",4,5410,1.57683319234943,1.49089598655701,0.650562404238997,female
"[20,80]",5,5840,1.5656212556626,1.49089598655701,0.651055670803173,female
"[20,80]",6,6383,1.56801835885909,1.46000003814697,0.652932336887676,female
"[20,80]",7,6648,1.562917811615,1.5,0.626970063926533,female
"[20,80]",8,6876,1.55487771210657,1.4099999666214,0.629931188744924,female
"[20,80]",9,6152,1.53667765239156,1.42155194282532,0.611709554646545,female
"[20,80]",10,6390,1.53851298005281,1.39999997615814,0.608546578536094,female
"[20,80]",11,7025,1.54009526160351,1.4099999666214,0.607470627915859,female
"[20,80]",12,7527,1.53334968684279,1.39999997615814,0.598488127029102,female
"[20,80]",1,12117,7.63391901415756,2.29999995231628,7.9849578795054,both
"[20,80]",2,10739,7.66764867855148,2.32302403450012,7.96922411418067,both
"[20,80]",3,11425,7.62860074508032,2.29999995231628,8.01514172590532,both
"[20,80]",4,9759,7.66013324550873,2.40000009536743,7.94900915553289,both
"[20,80]",5,10379,7.52757956272289,2.32302403450012,7.91148781219048,both
"[20,80]",6,11137,7.40309369232145,2.25367999076843,7.87710977219427,both
"[20,80]",7,11626,7.4696529034053,2.20000004768372,8.02558829603729,both
"[20,80]",8,11697,7.17893324680607,2.09999990463257,7.88399760535892,both
"[20,80]",9,10414,7.2051545349232,2.09999990463257,7.95254266982338,both
"[20,80]",10,10690,7.06508757468911,2.09999990463257,7.83644454569491,both
"[20,80]",11,12137,7.19599230816173,2.1496639251709,7.75827083381317,both
"[20,80]",12,13120,7.38431518338976,2.20000004768372,7.95245801535422,both
,1,51,9.64300991990128,6.19999980926514,9.01265501478288,both
,2,33,8.1870178445693,8,6.19698136481499,both
,3,38,8.74566627542178,8.4850001335144,6.48637564284606,both
,4,26,10.0023034612338,11.3894882202148,6.96650561928626,both
,5,33,11.4282152921923,11.3000001907349,7.12616325574774,both
,6,45,10.5695872126624,11.1999998092651,5.70405932116888,both
,7,36,13.4668659287341,12.75,7.09177001779157,both
,8,33,9.06625189512007,8.70267200469971,5.72377552106527,both
,9,37,11.7053162131991,11.3000001907349,7.69672391927942,both
,10,51,10.4684998794478,10.6000003814697,7.15724893097339,both
,11,43,11.3066407994526,9.69999980926514,7.51857896579975,both
,12,39,9.36549968816139,8.5,6.52522846337235,both
