age_group,month,n,mean,median,std,type
"[20,80]",1,2261,52.6035676169554,42.4000015258789,42.4816928193875,male
"[20,80]",2,2050,55.9072451325545,42.7999992370606,57.1033221372278,male
"[20,80]",3,2149,54.6774806751584,43.5999984741211,47.8498813265119,male
"[20,80]",4,1883,52.8512367666751,43.4000015258789,44.0518660141974,male
"[20,80]",5,1975,52.978189734261,43,48.2164515194103,male
"[20,80]",6,2069,50.2716456833709,41,45.0780429846372,male
"[20,80]",7,2074,50.3206769894355,39.7999992370606,49.9907477592742,male
"[20,80]",8,1951,48.5952460464601,40.0999984741211,37.8737066383199,male
"[20,80]",9,1866,45.7140456262644,37.8500003814697,32.3483948862303,male
"[20,80]",10,1801,47.8564335426889,39,42.1364402381501,male
"[20,80]",11,1976,48.6325314559995,39.5999984741211,39.5893044426957,male
"[20,80]",12,2166,49.293465768739,40.3500003814697,39.1184359990169,male
"[20,80]",1,4519,56.5482423944784,45.9000015258789,51.4604022911078,female
"[20,80]",2,4022,57.9345269128309,47.5,44.4127736597245,female
"[20,80]",3,4405,58.3227319708728,46.7999992370606,49.2785207830343,female
"[20,80]",4,3907,57.3126430072427,47.4000015258789,44.230590842227,female
"[20,80]",5,4182,56.0722368398997,46,45.6177126944045,female
"[20,80]",6,4427,55.3770319484385,45.2000007629395,45.3546030692632,female
"[20,80]",7,4534,54.3594376142512,44.4000015258789,43.0596289862494,female
"[20,80]",8,4382,52.5789021372713,44.25,35.804229900035,female
"[20,80]",9,3860,52.3181466627963,44.6499996185303,34.1802613972719,female
"[20,80]",10,3765,53.3595363119672,44.0999984741211,42.5994292483284,female
"[20,80]",11,4231,53.0167400735838,44.2999992370606,34.1977424641021,female
"[20,80]",12,4567,54.1363228025054,44.4000015258789,40.7097820213733,female
"[20,80]",1,6780,55.292688136759,44.7000007629395,48.8505166521078,both
"[20,80]",2,6072,57.3698301460925,45.9000015258789,50.0674660547865,both
"[20,80]",3,6554,57.213417140497,45.4500007629395,49.4206654606653,both
"[20,80]",4,5790,55.862213390391,46.0499992370606,44.2176712129343,both
"[20,80]",5,6157,55.0796002054688,45.0999984741211,46.4857683527932,both
"[20,80]",6,6496,53.8619029869161,44,46.300901825542,both
"[20,80]",7,6608,53.1933154236285,43,46.2138912404007,both
"[20,80]",8,6333,51.3421650472698,43,36.3836267940415,both
"[20,80]",9,5726,50.1660927373461,42.0999984741211,33.7337964584215,both
"[20,80]",10,5566,51.561191179085,42.4000015258789,42.3698679953785,both
"[20,80]",11,6207,51.5581966555987,42.7999992370606,35.3128782467079,both
"[20,80]",12,6733,52.6527692071029,43.0999984741211,40.8993760437296,both
,1,166,92.70192694664,59.304500579834,113.057218703707,both
,2,129,79.6352438588781,60.4000015258789,94.0057460634237,both
,3,178,87.4256990795786,59.1999988555908,105.123734090198,both
,4,144,85.6150353794367,59.9499988555908,84.1124465501464,both
,5,128,77.8486507506598,51.5,79.6641505834901,both
,6,179,82.7694914273623,65.6999969482422,61.8219118131916,both
,7,155,67.5296272826351,56.0999984741211,60.3549400941978,both
,8,175,67.67591330633,48,60.6651874099928,both
,9,131,73.5343951809314,55.4000015258789,62.70630388972,both
,10,124,69.5951884222813,53.25,50.7501352565196,both
,11,155,78.4681632659015,49.0999984741211,148.297899069765,both
,12,164,71.1209692896148,55.9500007629395,54.584753856274,both
