age_group,month,n,mean,median,std,type
"[20,80]",1,146,10.4495028906855,5.15499997138977,22.0077970700712,male
"[20,80]",2,161,7.68267835386144,4.67999982833862,12.3914332508472,male
"[20,80]",3,156,7.07542688273764,4.68999981880188,8.52230596299784,male
"[20,80]",4,133,7.90901049493833,4.84000015258789,13.8624692453501,male
"[20,80]",5,105,10.7221295324344,4.35996007919312,25.679186080804,male
"[20,80]",6,128,7.00530510194718,4.96000003814697,8.39251091166536,male
"[20,80]",7,138,7.36725276095026,4.64512991905212,9.02481113478855,male
"[20,80]",8,120,12.5400696073548,5,31.9764976167926,male
"[20,80]",9,97,9.10840353212859,5.28480005264282,19.471123398797,male
"[20,80]",10,124,10.1685591519364,4.78715014457703,19.4454240612777,male
"[20,80]",11,144,7.60146581119215,4.62209987640381,14.0351122183014,male
"[20,80]",12,148,8.89299763473746,4.33194994926453,15.858975772849,male
"[20,80]",1,256,5.7773799455072,4.02999997138977,7.76466139144854,female
"[20,80]",2,236,5.76737580900518,3.69000005722046,8.31720358210674,female
"[20,80]",3,271,6.18847294057612,3.75,8.44908254551963,female
"[20,80]",4,203,5.74754228520749,3.83999991416931,6.28919620963411,female
"[20,80]",5,211,7.99670271554062,4.40000009536743,14.771885601967,female
"[20,80]",6,251,5.57327751749491,3.95000004768372,5.64269429548267,female
"[20,80]",7,262,5.767347156543,4.28000020980835,6.38086488102406,female
"[20,80]",8,270,6.96143283239052,4.11500000953674,13.9796707941791,female
"[20,80]",9,174,5.88812278592309,4.11500000953674,6.71964289939229,female
"[20,80]",10,181,6.18408823213098,3.96359992027283,10.8598324702709,female
"[20,80]",11,204,8.04196264838228,3.88977992534637,18.7588244174993,female
"[20,80]",12,255,7.3018094847796,4.13000011444092,18.6480738695147,female
"[20,80]",1,402,7.66301597588098,4.45000004768372,15.380819341619,both
"[20,80]",2,397,6.93448962893667,4,12.9830983278852,both
"[20,80]",3,427,6.88337637873257,4.21999979019165,11.5965884195657,both
"[20,80]",4,336,7.12415082083491,4.12387013435364,14.0511183443174,both
"[20,80]",5,316,9.43117137737335,4.40000009536743,21.4473882182188,both
"[20,80]",6,379,6.22157704577206,4.1838002204895,7.55969686638051,both
"[20,80]",7,400,6.56186858343719,4.33999991416931,9.02217967183248,both
"[20,80]",8,390,9.29044384716712,4.48000001907349,24.7171229610359,both
"[20,80]",9,271,7.5144113559262,4.34999990463257,15.2320357916471,both
"[20,80]",10,305,8.59798473847581,4.03999996185303,20.3891511782112,both
"[20,80]",11,348,8.27114738308625,4.19190001487732,18.7033271246487,both
"[20,80]",12,403,8.11195873887164,4.1838002204895,18.3021319392502,both
,1,10,6.94374996423721,4.04499995708466,9.11148388859804,both
,2,8,5.45396669705709,5.29190015792847,2.36242537854386,both
,3,5,11.0519466400146,13.0358400344849,3.84518857068723,both
,4,2,,3.38999998569489,,both
,5,2,,6.38499999046326,,both
,6,4,2.99000000953674,2.99000000953674,1.04651804964308,both
,7,13,3.63999999653209,3.73000001907349,1.74625314261687,both
,8,10,6.26987504959106,4.4300000667572,3.89910145334634,both
,9,4,4.54499995708466,4.54499995708466,2.87792455222478,both
,10,8,2.61499996980031,2.33999991416931,0.70837144383699,both
,11,5,3.33813333511353,2.66000008583069,1.30661941519009,both
,12,5,3.08666666348775,2.89000010490418,0.366924150804016,both
