age_group,month,n,mean,median,std,type
"[20,80]",1,400822,57.9480949719565,57.7999992370606,9.64335916572608,male
"[20,80]",2,375189,57.9571652889505,57.9000015258789,9.59818351948218,male
"[20,80]",3,405681,58.0719538596493,58,9.64113765167345,male
"[20,80]",4,357112,58.0428081175638,57.9000015258789,9.76651477583081,male
"[20,80]",5,377260,57.925635676572,57.7999992370606,9.69809214808457,male
"[20,80]",6,400878,57.8078034771242,57.5999984741211,9.58963130026896,male
"[20,80]",7,410515,57.6955406955818,57.5,9.62533288590529,male
"[20,80]",8,394660,57.5276886750831,57.2999992370606,9.67635461365424,male
"[20,80]",9,350332,57.6513319324891,57.4000015258789,9.71664931399063,male
"[20,80]",10,355035,57.8089041815067,57.5999984741211,9.69731925134038,male
"[20,80]",11,381575,57.8904115303236,57.7000007629395,9.5563882976447,male
"[20,80]",12,407538,57.8869945948564,57.7000007629395,9.55368002236562,male
"[20,80]",1,499856,57.3173997992285,57.4000015258789,9.50565846776416,female
"[20,80]",2,478226,57.3244701817387,57.4000015258789,9.51595433069427,female
"[20,80]",3,521603,57.3403097351638,57.5,9.50286918209575,female
"[20,80]",4,464263,57.1481608954904,57.2999992370606,9.52326427790778,female
"[20,80]",5,504835,56.9857669095306,57.0999984741211,9.48215572969861,female
"[20,80]",6,543879,56.7979850929062,56.9000015258789,9.38198660301581,female
"[20,80]",7,554252,56.5468047793854,56.5999984741211,9.43306666741681,female
"[20,80]",8,528860,56.332076091265,56.4000015258789,9.42662519964126,female
"[20,80]",9,469773,56.4786052308925,56.5,9.45386098368609,female
"[20,80]",10,478892,56.9744028053443,57,9.40218289777382,female
"[20,80]",11,504862,57.185137665974,57.2000007629395,9.31841910305436,female
"[20,80]",12,521058,57.2492964914402,57.2999992370606,9.36239640980951,female
"[20,80]",1,900678,57.5977001454257,57.5999984741211,9.57226910126719,both
"[20,80]",2,853415,57.6019082598626,57.5999984741211,9.55594291985388,both
"[20,80]",3,927284,57.6604925389546,57.7000007629395,9.5692446217837,both
"[20,80]",4,821375,57.5372319493271,57.5,9.64080860914512,both
"[20,80]",5,882095,57.3876953232246,57.4000015258789,9.5857468734411,both
"[20,80]",6,944757,57.2269704105506,57.2000007629395,9.48491633141267,both
"[20,80]",7,964767,57.035370898961,57,9.5319281937998,both
"[20,80]",8,923520,56.8423774609411,56.7999992370606,9.55113845829111,both
"[20,80]",9,820105,56.9795194248719,56.9000015258789,9.58464435789928,both
"[20,80]",10,833927,57.3291020172096,57.2999992370606,9.53891467083665,both
"[20,80]",11,886437,57.4885485178718,57.4000015258789,9.42866986453884,both
"[20,80]",12,928596,57.5299121895331,57.5,9.45315500177616,both
,1,30839,61.4022385859801,61.0999984741211,11.4298237794358,both
,2,30218,61.3712912014399,61,11.1561640760088,both
,3,32422,61.2250857480683,60.7999992370606,10.9729978934012,both
,4,29286,61.0516953438793,60.7999992370606,10.9510467904651,both
,5,31958,60.5734731471117,60.2000007629395,10.8497629498388,both
,6,33588,60.3317419494251,60.0999984741211,10.5648926838107,both
,7,32677,60.0399656748153,59.9000015258789,10.7069072396973,both
,8,30347,60.2179620947224,60,10.9569646193247,both
,9,26542,60.7312733605096,60.2999992370606,10.9554530909405,both
,10,28290,60.7959444618705,60.2999992370606,11.1143099753988,both
,11,28916,60.6341846312263,60.2999992370606,10.6623750819541,both
,12,29817,60.8084918283729,60.5,10.7316799263753,both
