age_group,month,n,mean,median,std,type
"[20,80]",1,13245,2.09644091608124,2.09999990463257,0.196856039906216,male
"[20,80]",2,12049,2.10163535749933,2.09999990463257,0.190891091752653,male
"[20,80]",3,13153,2.10082271117073,2.09999990463257,0.189760256047231,male
"[20,80]",4,12022,2.10255659327145,2.09999990463257,0.194838059717345,male
"[20,80]",5,12860,2.09991268676204,2.09999990463257,0.194116645485493,male
"[20,80]",6,13543,2.10686852801099,2.09999990463257,0.194825868549302,male
"[20,80]",7,13535,2.10048792563072,2.09999990463257,0.194832987287003,male
"[20,80]",8,13293,2.10007333786944,2.09999990463257,0.187027702953489,male
"[20,80]",9,12158,2.09665995556262,2.09999990463257,0.192621350935038,male
"[20,80]",10,12273,2.09694848244531,2.09999990463257,0.190360652186964,male
"[20,80]",11,12910,2.09748121472636,2.09999990463257,0.19270882479653,male
"[20,80]",12,13578,2.09770149058956,2.09999990463257,0.189857720077704,male
"[20,80]",1,16841,2.073448771639,2.07999992370605,0.184466432972925,female
"[20,80]",2,15436,2.07288074474062,2.07999992370605,0.189462488017391,female
"[20,80]",3,16800,2.07873607991441,2.08999991416931,0.191959915974389,female
"[20,80]",4,15129,2.07764202548153,2.08999991416931,0.187064728592594,female
"[20,80]",5,16767,2.07630338490871,2.08999991416931,0.182606302706235,female
"[20,80]",6,17919,2.08036884806294,2.08999991416931,0.186163173536153,female
"[20,80]",7,18404,2.08162593041242,2.08999991416931,0.184210047896377,female
"[20,80]",8,17975,2.07796053073303,2.08999991416931,0.177233378652898,female
"[20,80]",9,15965,2.07803909208324,2.07999992370605,0.178359020477734,female
"[20,80]",10,16498,2.07286679273357,2.07999992370605,0.179695052364293,female
"[20,80]",11,17511,2.07795844713847,2.08999991416931,0.180592630757397,female
"[20,80]",12,18101,2.07471422179309,2.07999992370605,0.181431668478847,female
"[20,80]",1,30086,2.08353322548268,2.09999990463257,0.190072243788687,both
"[20,80]",2,27485,2.08546355229696,2.09999990463257,0.190647794127325,both
"[20,80]",3,29953,2.0883765431945,2.09999990463257,0.191393621974605,both
"[20,80]",4,27151,2.08860216833569,2.09999990463257,0.190990601988599,both
"[20,80]",5,29627,2.08657004768797,2.09999990463257,0.187531097014568,both
"[20,80]",6,31462,2.09173621034505,2.09999990463257,0.190271018239587,both
"[20,80]",7,31939,2.08959443881839,2.09999990463257,0.18906202713887,both
"[20,80]",8,31268,2.08734685794508,2.09999990463257,0.181718081360777,both
"[20,80]",9,28123,2.08622746641038,2.09999990463257,0.185110153155536,both
"[20,80]",10,28771,2.08316971189888,2.09999990463257,0.184812804319303,both
"[20,80]",11,30421,2.08621597151844,2.09999990463257,0.18614571110553,both
"[20,80]",12,31679,2.0845212442712,2.09999990463257,0.185512968330868,both
,1,1963,2.12321949199854,2.10999989509583,0.251982587137173,both
,2,1872,2.11912526129655,2.10999989509583,0.242716981380127,both
,3,2019,2.11965821521293,2.09999990463257,0.246415171104917,both
,4,1807,2.1341880120242,2.11999988555908,0.237112557345859,both
,5,1899,2.1181794167194,2.11999988555908,0.242751546077832,both
,6,1959,2.12559027269368,2.09999990463257,0.235939725517819,both
,7,2022,2.13115326740912,2.11999988555908,0.236097769506678,both
,8,1971,2.11852312342552,2.10999989509583,0.245453404145052,both
,9,1667,2.09432230365613,2.09999990463257,0.244211059429904,both
,10,1761,2.12951507355316,2.10999989509583,0.237942160839387,both
,11,1801,2.11567723154027,2.09999990463257,0.23238796031604,both
,12,1902,2.11980620611963,2.09999990463257,0.238894181883521,both
