age_group,month,n,mean,median,std,type
"[20,80]",1,259,2.381492069955,2.22606992721558,1.16369043104596,male
"[20,80]",2,196,2.5183075502054,2.27893543243408,1.67528796303366,male
"[20,80]",3,228,2.882283036424,2.34253752231598,3.21894424411289,male
"[20,80]",4,215,2.33605898568563,2.20000004768372,1.36773632881344,male
"[20,80]",5,225,2.55312347438838,2.40000009536743,1.18614735244874,male
"[20,80]",6,232,2.42356786313264,2.06706500053406,1.88406945443139,male
"[20,80]",7,217,2.40511159896851,2.40000009536743,0.94306924009331,male
"[20,80]",8,218,2.26569676895936,2.09999990463257,1.14870605101977,male
"[20,80]",9,195,2.40350484848022,2.20000004768372,1.12960555001835,male
"[20,80]",10,226,2.72619975544512,2.1800000667572,4.11197939863751,male
"[20,80]",11,205,2.40940551863515,2.09999990463257,1.64411817945767,male
"[20,80]",12,229,2.45465395707916,2.20000004768372,1.25258971558996,male
"[20,80]",1,6003,9.65730086176602,2.79999995231628,16.0024866418897,female
"[20,80]",2,5605,9.6183109288163,2.70000004768372,15.6165391131638,female
"[20,80]",3,5926,9.72083992033039,2.7165424823761,16.4234706903405,female
"[20,80]",4,5357,9.47762465074143,2.70000004768372,15.3933418993121,female
"[20,80]",5,5688,9.4374442607889,2.59999990463257,15.9302156669081,female
"[20,80]",6,6129,9.89935609847015,2.70000004768372,16.2125575365433,female
"[20,80]",7,6265,9.3845709684114,2.59999990463257,15.6013649914369,female
"[20,80]",8,6131,9.74025676743136,2.70000004768372,15.6396304273856,female
"[20,80]",9,5496,9.51891648981864,2.70000004768372,15.8293878414809,female
"[20,80]",10,5500,9.79827982641416,2.68564200401306,15.5490148042678,female
"[20,80]",11,6112,9.47529336654209,2.70000004768372,15.7069174148324,female
"[20,80]",12,6560,9.64319344233008,2.79999995231628,15.8580728688795,female
"[20,80]",1,6262,9.35676942030791,2.70000004768372,15.7359243559845,both
"[20,80]",2,5801,9.37981691004122,2.70000004768372,15.4067088339885,both
"[20,80]",3,6154,9.44652745076044,2.70000004768372,16.0498102416544,both
"[20,80]",4,5572,9.20401530574284,2.70000004768372,15.1578218471383,both
"[20,80]",5,5913,9.17647052652107,2.59999990463257,15.6807620933103,both
"[20,80]",6,6361,9.63112663595855,2.59999990463257,15.9823661706057,both
"[20,80]",7,6482,9.15047425496805,2.59999990463257,15.389782142219,both
"[20,80]",8,6349,9.48642168997683,2.70000004768372,15.430825772046,both
"[20,80]",9,5691,9.28331651099237,2.70000004768372,15.6216531450723,both
"[20,80]",10,5726,9.52964018082326,2.59999990463257,15.336704597585,both
"[20,80]",11,6317,9.24873048844894,2.59999990463257,15.5040517544899,both
"[20,80]",12,6789,9.40099051246564,2.70308494567871,15.6433730359072,both
,1,7,1.47417120933533,1.49000000953674,0.232187673612623,both
,2,4,3.29999995231628,3.29999995231628,0.424264001276971,both
,3,1,2.90000009536743,2.90000009536743,,both
,4,1,1,1,,both
,5,3,1.29999995231628,1.29999995231628,,both
,6,1,2.20000004768372,2.20000004768372,,both
,7,3,2,2,0,both
,8,2,,1.97701498866081,,both
,9,2,,1.74999997019768,,both
,10,1,2.23000001907349,2.23000001907349,,both
,12,4,2.19999998807907,2.19999998807907,0.424264085570668,both
