age_group,month,n,mean,median,std,type
"[20,80]",1,316,50.405732520067,44,31.8751081162334,male
"[20,80]",2,319,51.2451103841093,42,35.4027185849194,male
"[20,80]",3,321,50.7821875289083,42.5,33.8486188514954,male
"[20,80]",4,334,49.9927710955402,40.25,32.3459876542813,male
"[20,80]",5,309,49.8742671758422,43,30.1198786150788,male
"[20,80]",6,304,53.8476821006529,44.25,35.5649531218651,male
"[20,80]",7,332,50.1696969285156,44.1999988555908,29.6989329096212,male
"[20,80]",8,303,50.0254966257424,43,29.0568690900149,male
"[20,80]",9,217,49.0706976047782,42,28.9315404555015,male
"[20,80]",10,284,49.6418438397401,41.25,31.8860239762396,male
"[20,80]",11,246,47.6516393169028,42,27.3808957242771,male
"[20,80]",12,354,47.1546741463983,42,26.8953092709015,male
"[20,80]",1,469,49.4775160701678,44,26.8212375545838,female
"[20,80]",2,442,48.0204545660453,41,28.886522008554,female
"[20,80]",3,470,48.0547008320817,42.1499996185303,27.8580002321308,female
"[20,80]",4,467,49.7339784286356,44,29.9819803061372,female
"[20,80]",5,417,51.9901442209689,44.5,32.9813371361947,female
"[20,80]",6,493,48.1869653067618,45,26.6225834490299,female
"[20,80]",7,453,49.1237250801729,42.2000007629395,28.9061038850012,female
"[20,80]",8,405,49.0806451627694,42.2000007629395,29.6743566405473,female
"[20,80]",9,382,49.6624671442928,44,28.9423706820149,female
"[20,80]",10,427,50.8578823213016,47,27.8215911346383,female
"[20,80]",11,457,50.2337719353668,44,29.2423455902507,female
"[20,80]",12,462,47.3965216939864,42,27.2527311878645,female
"[20,80]",1,785,49.9544061507606,44,29.3304202998811,both
"[20,80]",2,761,49.5028985518084,41.4000015258789,32.265057721482,both
"[20,80]",3,791,49.263924048973,42.2000007629395,30.7885733992855,both
"[20,80]",4,801,49.8627499701083,42.2000007629395,31.2836562771555,both
"[20,80]",5,726,51.2197241640091,44.1499996185303,32.2526333916494,both
"[20,80]",6,797,50.4311949182606,44.5,30.749580588135,both
"[20,80]",7,785,49.6795918336328,43.4000015258789,30.0247525769401,both
"[20,80]",8,708,49.673267300682,43,30.1922519693704,both
"[20,80]",9,599,49.6614739866912,44,29.3540283119549,both
"[20,80]",10,711,50.5504935858784,45,30.2273404029883,both
"[20,80]",11,703,49.4068376009281,43,28.8851612134887,both
"[20,80]",12,816,47.4478527029599,42,27.7820075515344,both
,1,9,49.6857147216797,44,38.2366070986074,both
,2,2,,25.75,,both
,3,10,37.5875000953674,36.2000007629395,26.387357903861,both
,4,5,29.0333334604899,36,16.5862390586546,both
,5,11,45.5555553436279,47.0999984741211,11.8882412238693,both
,6,3,26.7999992370606,26.7999992370606,,both
,7,6,54.5250005722046,55.1499996185303,12.0641005060048,both
,8,4,40.5,40.5,21.920310216783,both
,9,6,42.0749998092651,42.75,8.08553145288741,both
,10,3,21.6000003814697,21.6000003814697,,both
,11,7,35.7,31.2000007629395,17.5416645589482,both
,12,10,53.3374996185303,48.75,13.6373366998094,both
